Nr.,VBB-Name,GKZ,lon,lat,GK4-X,GK4-Y
9180530,Hoernlestr.,Berlin,13.575900,52.463819,4607207,5815680
9018152,Hofackerzeile,Berlin,13.290864,52.537105,4587690,5823450
9230249,Hoffbauer-Stiftung,Potsdam,13.036400,52.384815,4570668,5806226
9041152,Hoffmann-von-Fallersleben-Platz,Berlin,13.307990,52.488476,4588950,5818060
9143516,Hofzeichendamm,Berlin,13.494461,52.612359,4601330,5832090
9093156,Hohefeldstr.,Berlin,13.305991,52.620609,4588548,5832760
9310565,Hohenbinde,Erkner,13.770373,52.393802,4620614,5808196
9310561,Hohenbinder Str.,Erkner,13.763506,52.402470,4620123,5809149
9057150,Hohenfriedbergstr.,Berlin,13.364815,52.485048,4592817,5817750
9150011,Hohenschönhauser Str./Weißenseer Weg,Berlin,13.473396,52.535943,4600077,5823558
9078154,Hohenstaufenplatz,Berlin,13.423496,52.491007,4596790,5818490
9055105,Hohenstaufenstr.,Berlin,13.346156,52.494429,4591530,5818770
9230055,Höhenstr.,Potsdam,13.068239,52.421739,4572775,5810366
9027204,Hohenzollernring,Berlin,13.207649,52.555329,4582010,5825380
9027403,Hohenzollernring/Falkenseer Chaussee,Berlin,13.190894,52.546422,4580890,5824370
9093154,Hohenzollernstr.,Berlin,13.300952,52.621995,4588204,5832908
9066303,Holbeinstr.,Berlin,13.302471,52.437723,4588677,5812406
9011206,Holländerstr./Aroser Allee,Berlin,13.353757,52.562088,4591905,5826308
9050251,Holländische Mühle,Berlin,13.276743,52.439999,4586923,5812628
9097101,Holzhauser Str./Schubartstr.,Berlin,13.305464,52.582060,4588590,5828470
9097105,Holzhauser Str./Triftstr.,Berlin,13.316078,52.586706,4589300,5829000
9088204,Holzhauser Str./Wittestr.,Berlin,13.300372,52.579510,4588250,5828180
9230026,Holzmarktstr.,Potsdam,13.069223,52.401652,4572875,5808132
9074159,Homburgstr.,Berlin,13.410818,52.399874,4596127,5808333
9131522,Homeyerstr.,Berlin,13.392754,52.575727,4594520,5827876
9176009,Hönower Str./Riesaer Str.,Berlin,13.625850,52.529066,4610438,5823015
9083271,Hopfenweg,Berlin,13.479151,52.425623,4600719,5811291
9180509,Hoppendorfer Str.,Berlin,13.570569,52.473596,4606821,5816760
9082204,Hörsingsteig,Berlin,13.460749,52.423964,4599471,5811081
9230047,Horstweg/Großbeerenstr.,Potsdam,13.093333,52.389137,4574537,5806764
9183503,Hortwinkeler Weg,Berlin,13.695619,52.441212,4615402,5813349
9039103,Hottengrund,Berlin,13.125763,52.445524,4576647,5813072
9073258,Hranitzkystr.,Berlin,13.370700,52.422428,4593349,5810790
9048160,Hubertusbader Str.,Berlin,13.275603,52.478405,4586770,5816900
9053352,Hubertusbrücke,Berlin,13.143588,52.405162,4577930,5808600
9230040,Hubertusdamm/Steinstr.,Potsdam,13.139540,52.384351,4577691,5806280
9183512,Hubertusstr.,Berlin,13.719596,52.426575,4617071,5811759
9092103,Hubertusweg,Berlin,13.290414,52.655793,4587423,5836656
9110521,Hufelandstr.,Berlin,13.428789,52.532518,4597058,5823116
9029203,Hügelschanze,Berlin,13.200832,52.548658,4581560,5824630
9134509,Hugenottenplatz,Berlin,13.420072,52.606228,4596305,5831306
9027261,Hugo-Cassirer-Str.,Berlin,13.218835,52.559924,4582760,5825904
9082250,Hugo-Heimann-Str.,Berlin,13.457367,52.424851,4599239,5811175
9230120,Hugstr.,Potsdam,13.000025,52.423405,4568132,5810485
9176521,Hultschiner Damm,Berlin,13.608096,52.500944,4609303,5819859
9176012,Hultschiner Damm/Akazienallee,Berlin,13.600983,52.479057,4608874,5817413
9176512,Hultschiner Damm/Seestr.,Berlin,13.600603,52.477094,4608853,5817194
9110500,Humannplatz,Berlin,13.420662,52.548757,4596471,5824912
9210123,Humboldtallee,Falkensee,13.130215,52.559518,4576751,5825761
9096192,Humboldt-Klinikum,Berlin,13.309400,52.590375,4588840,5829400
9230095,Humboldtring/Lotte-Pulewka-Str.,Potsdam,13.075237,52.393977,4573297,5807284
9230077,Humboldtring/Nuthestr.,Potsdam,13.077704,52.395779,4573462,5807487
9007159,Humboldtsteg,Berlin,13.381993,52.547391,4593851,5824709
9142507,Hummelweg,Berlin,13.446475,52.590792,4598128,5829624
9070305,Hundsteinweg,Berlin,13.390099,52.434361,4594643,5812143
9063453,Hünefeldzeile,Berlin,13.357114,52.448648,4592370,5813690
9110511,Husemannstr.,Berlin,13.418715,52.540036,4596358,5823939
9051256,Hüttenweg,Berlin,13.272236,52.453519,4586590,5814127
9131512,Idastr.,Berlin,13.411938,52.582366,4595806,5828640
9074270,Illigstr./Grenzweg,Berlin,13.386253,52.394296,4594467,5807680
9074271,Illigstr./Maffeistr.,Berlin,13.385872,52.391047,4594448,5807318
9074274,Illigstr./Schichauweg,Berlin,13.385403,52.397190,4594403,5808001
9001154,Ilsenburger Str.,Berlin,13.309834,52.525753,4589000,5822210
9162517,Ilsestr.,Berlin,13.516520,52.487999,4603115,5818284
9210151,Iltissteig,Falkensee,13.045589,52.579420,4570980,5827889
9092259,Im Amseltal,Berlin,13.284824,52.633989,4587088,5834223
9083269,Im Bauernbusch/Köpenicker Str.,Berlin,13.509469,52.422696,4602788,5811008
9230182,Im Bogen/Forststr.,Potsdam,13.014055,52.384587,4569147,5806179
9230061,Im Bogen/Zeppelinstr.,Potsdam,13.022531,52.384658,4569724,5806195
9089457,Im Brachfeldwinkel,Berlin,13.298363,52.598378,4588076,5830277
9051252,Im Dol,Berlin,13.288590,52.465466,4587678,5815476
9074206,Im Domstift/Groß-Ziethener Str.,Berlin,13.412374,52.394310,4596245,5807716
9092251,Im Fischgrund,Berlin,13.294323,52.629544,4587740,5833740
9050259,Im Gestell,Berlin,13.256345,52.448234,4585520,5813520
9080351,Im Rosengrund,Berlin,13.420837,52.440934,4596719,5812915
9027352,Im Spektefeld/Schulzentrum,Berlin,13.156216,52.549031,4578533,5824622
9220089,Im Tal,Kleinmachnow,13.233189,52.396505,4584044,5807737
9089253,Im Waldwinkel,Berlin,13.259580,52.608287,4585429,5831333
9210362,Im Waldwinkel,Falkensee,13.039753,52.565308,4570607,5826313
9220328,Im Winkel,Potsdam,12.980776,52.493261,4566717,5818240
9210365,Im Wolfsgarten,Falkensee,13.066738,52.571251,4572427,5827001
9070102,Imbrosweg,Berlin,13.398637,52.443491,4595204,5813170
9070254,Imbrosweg Ost,Berlin,13.409521,52.442121,4595947,5813032
9096154,In den Kaveln,Berlin,13.313053,52.589166,4589090,5829270
9230089,In der Aue,Potsdam,13.138230,52.385963,4577599,5806458
9150520,Indira-Gandhi-Str./Hansastr.,Berlin,13.469086,52.546800,4599760,5824760
9069205,Industriestr.,Berlin,13.409928,52.455319,4595946,5814501
9141500,Ingeborgstr.,Berlin,13.444582,52.577209,4598030,5828110
9194514,Ingenieurbaubetrieb,Berlin,13.518748,52.443716,4603370,5813360
9180023,Innovationspark Wuhlheide,Berlin,13.565421,52.469980,4606480,5816350
9210131,Innsbrucker Str.,Falkensee,13.081899,52.575975,4573447,5827542
9097151,Innungsstr.,Berlin,13.308846,52.579219,4588825,5828158
9230054,Institut für Agrartechnik,Potsdam,13.011659,52.437766,4568901,5812094
9060104,Insulaner,Berlin,13.348461,52.459082,4591760,5814840
9260607,Intercamping,Berlin,13.682986,52.370605,4614726,5805473
9084154,Interessentenweg,Berlin,13.350850,52.584076,4591662,5828751
9100503,Invalidenpark,Berlin,13.376928,52.528765,4593547,5822630
9092101,Invalidensiedlung,Berlin,13.284736,52.655172,4587040,5836580
9011251,Iranische Str.,Berlin,13.365956,52.555063,4592747,5825542
9160517,Irenenstr.,Berlin,13.499504,52.509300,4601910,5820630
9171502,Irmastr.,Berlin,13.559266,52.474851,4606050,5816883
9210153,Isarstr.,Falkensee,13.073856,52.575231,4572903,5827451
9175530,Iselbergstr.,Berlin,13.599670,52.524381,4608673,5822454
9037155,Isenburger Weg,Berlin,13.135126,52.540715,4577117,5823674
9220082,Iserstr.,Teltow,13.247779,52.381981,4585065,5806138
9052205,Isoldestr.,Berlin,13.188915,52.419166,4580989,5810208
9220018,J.-Graudenz-Str.,Stahnsdorf,13.201081,52.387624,4581875,5806712
9032452,Jaczostr.,Berlin,13.191199,52.514155,4580970,5820780
9025425,Jafféstr.,Berlin,13.273214,52.499640,4586566,5819260
9230010,Jagdhausstr.,Potsdam,13.140944,52.380733,4577793,5805879
9092151,Jägerstieg,Berlin,13.293896,52.651082,4587668,5836136
9064356,Jägerstr.,Berlin,13.331427,52.426535,4590669,5811197
9310581,Jägerstr.,Erkner,13.762196,52.414578,4620001,5810494
9310516,Jägerstr.,Schöneiche (bei Berlin),13.726311,52.472350,4617406,5816863
9230129,Jägertor/Justizzentrum,Potsdam,13.052986,52.403479,4571767,5808319
9078155,Jahnstr.,Berlin,13.420657,52.489693,4596600,5818340
9350265,Jahnstr.,Bernau,13.593819,52.682044,4607888,5839988
9220123,Jahnstr.,Teltow,13.259378,52.402475,4585815,5808432
9194524,James-Franck-Str.,Berlin,13.522986,52.428418,4603694,5811664
9037169,Jänickendorfer Weg,Berlin,13.129103,52.548385,4576695,5824521
9049206,Jänickestr.,Berlin,13.271713,52.427228,4586606,5811201
9170517,Jan-Petersen-Str.,Berlin,13.561702,52.547348,4606041,5824953
9096457,Jansenstr.,Berlin,13.334904,52.584698,4590580,5828800
9175517,Janusz-Korczak-Str.,Berlin,13.607642,52.538914,4609178,5824083
9023172,Jebensstr.,Berlin,13.330430,52.507126,4590436,5820163
9175520,Jenaer Str.,Berlin,13.614932,52.531921,4609690,5823316
9064322,Jenbacher Weg,Berlin,13.342164,52.411701,4591430,5809560
9029153,Jenneweg,Berlin,13.194976,52.540944,4581177,5823765
9100527,Jerusalemer Str.,Berlin,13.395812,52.510839,4594867,5820660
9040102,Joachim-Friedrich-Str./Westfälische Str.,Berlin,13.295988,52.495888,4588120,5818870
9023206,Joachimstaler Str./Kantstr.,Berlin,13.330804,52.505351,4590465,5819966
9196508,Joachimstr.,Berlin,13.576716,52.403070,4607410,5808922
9230208,Johan-Bouman-Platz,Potsdam,13.038328,52.412515,4570755,5809310
9048112,Johannaplatz,Berlin,13.281590,52.489907,4587154,5818187
9230032,Johannes-Kepler-Platz,Potsdam,13.129135,52.375481,4576998,5805282
9066257,Johanneskirchplatz,Berlin,13.293076,52.436784,4588040,5812290
9194503,Johannes-Sasse-Ring,Berlin,13.506196,52.431896,4602544,5812027
9027201,Johannesstift,Berlin,13.192624,52.566715,4580970,5826630
9196514,Johannes-Tobei-Str.,Berlin,13.559742,52.405075,4606250,5809120
9194506,Johannisthal Kirche,Berlin,13.504063,52.444398,4602370,5813415
9082291,Johannisthaler Ch./Rudower Str.,Berlin,13.468663,52.434301,4599986,5812242
9082105,Johannisthaler Chaussee/Fritz-Erler-Allee,Berlin,13.460064,52.431720,4599407,5811943
9194535,Johannisthaler Chaussee/Mahonienweg,Berlin,13.484216,52.447714,4601013,5813756
9074258,John-Locke-Str.,Berlin,13.401795,52.391470,4595531,5807386
9220090,John-Scheer-Str.,Teltow,13.278129,52.392351,4587111,5807328
9110024,John-Schehr-Str./Bötzowstr.,Berlin,13.440244,52.534896,4597830,5823396
9090171,Jörsstr.,Berlin,13.229091,52.573352,4583430,5827410
9182506,Josef-Nawrocki-Str.,Berlin,13.628947,52.446679,4610855,5813853
9160541,Josef-Orlopp-Str./Vulkanstr.,Berlin,13.485508,52.523192,4600928,5822156
9048157,Joseph-Joachim-Platz,Berlin,13.281172,52.482119,4587141,5817320
9012157,Jüdisches Museum,Berlin,13.395639,52.503543,4594871,5819848
9160508,Judith-Auer-Str.,Berlin,13.467867,52.534125,4599706,5823348
9133504,Jugendclubheim,Berlin,13.384762,52.626364,4593870,5833500
9080454,Jugendheim,Berlin,13.444340,52.436928,4598326,5812501
9093151,Jugendherberge,Berlin,13.291482,52.605293,4587596,5831038
9194519,Jugendzentrum,Berlin,13.500754,52.456519,4602117,5814759
9007152,Jülicher Str.,Berlin,13.390614,52.550085,4594430,5825020
9220138,Julius Kühn-Institut,Kleinmachnow,13.194127,52.406963,4581366,5808856
9087152,Julius-Leber-Kaserne,Berlin,13.326169,52.561717,4590035,5826232
9064352,Jungfernstieg,Berlin,13.325047,52.428044,4590232,5811357
9016152,Jüterboger Str.,Berlin,13.394414,52.486248,4594825,5817922
9120533,Kadiner Str.,Berlin,13.450881,52.515110,4598596,5821209
9061104,Kaisereiche,Berlin,13.332339,52.468927,4590644,5815915
9024108,Kaiser-Friedrich-Str./Kantstr.,Berlin,13.302495,52.506781,4588540,5820090
9230252,Kaiser-Friedrich-Str./Polizei,Potsdam,13.009363,52.405513,4568795,5808503
9017107,Kaiserkorso,Berlin,13.384291,52.484093,4594142,5817669
9220319,Kaiserplatz,Potsdam,13.013801,52.467666,4569000,5815423
9054109,Kaiser-Wilhelm-Platz,Berlin,13.357160,52.486942,4592293,5817951
9067205,Kaiser-Wilhelm-Str./Seydlitzstr.,Berlin,13.338685,52.432196,4591151,5811836
9310517,Kalkberger Str.,Schöneiche (bei Berlin),13.738100,52.472349,4618207,5816882
9134510,Kalvinistenweg,Berlin,13.426425,52.603195,4596742,5830977
9074158,Kambergstr.,Berlin,13.414470,52.405177,4596364,5808928
9089552,Kamener Weg,Berlin,13.278044,52.575736,4586744,5827733
9067200,Kamenzer Damm/Wedellstr.,Berlin,13.359052,52.434192,4592532,5812084
9067252,Kameradenweg,Berlin,13.346196,52.434052,4591658,5812052
9220212,Kanada-Allee,Teltow,13.271118,52.393263,4586632,5807421
9083256,Kanalstr. 38-41,Berlin,13.498159,52.430354,4602001,5811844
9210139,Kantstr.,Falkensee,13.104647,52.570733,4574998,5826982
9210095,Kantstr./Goetheallee,Falkensee,13.108648,52.570893,4575269,5827004
9024207,Kantstr./Leibnizstr.,Berlin,13.313968,52.506294,4589320,5820050
9086151,Kapweg,Berlin,13.331145,52.562901,4590370,5826370
9080105,Karl-Elsasser-Str.,Berlin,13.425391,52.457632,4596992,5814779
9190007,Karl-Kunger-Str.,Berlin,13.447071,52.491529,4598390,5818580
9350267,Karl-Liebknecht-Str.,Bernau,13.578150,52.660882,4606880,5837610
9078253,Karl-Marx-Platz,Berlin,13.440419,52.474067,4597977,5816628
9220133,Karl-Marx-Str.,Kleinmachnow,13.225468,52.404701,4583503,5808640
9230093,Karl-Marx-Str./Behringstr.,Potsdam,13.108720,52.403490,4575560,5808377
9100505,Karlplatz,Berlin,13.378675,52.522427,4593679,5821927
9079291,Karlsgartenstr.,Berlin,13.424815,52.482147,4596899,5817506
9176514,Karlshafener Str.,Berlin,13.617662,52.520398,4609904,5822038
9054173,Kärntener Str.,Berlin,13.345946,52.479863,4591546,5817149
9032156,Karolinenhöhe,Berlin,13.167581,52.508423,4579377,5820116
9135509,Karower Chaussee,Berlin,13.495372,52.625648,4601361,5833570
9142501,Karower Damm/Georgenstr.,Berlin,13.461570,52.593860,4599144,5829986
9131003,Karower Str.,Berlin,13.423657,52.582046,4596601,5828620
9310567,Karutzhöhe,Erkner,13.763293,52.408198,4620093,5809786
9066402,Karwendelstr.,Berlin,13.306788,52.433038,4588980,5811890
9039162,Kaserne Hottengrund,Berlin,13.127471,52.447287,4576760,5813270
9087153,Kaserne Nordtor,Berlin,13.317635,52.559907,4589460,5826020
9087103,Kaserne Südtor,Berlin,13.308549,52.556862,4588850,5825670
9020152,Kastanienallee,Berlin,13.272227,52.519513,4586460,5821470
9230035,Kastanienallee/Zeppelinstr.,Potsdam,13.028038,52.388402,4570093,5806617
9053304,Kätchenweg,Berlin,13.143570,52.397631,4577942,5807762
9210112,Käthe-Kollwitz-Str.,Falkensee,13.050460,52.558527,4571344,5825569
9230404,Katjes,Potsdam,13.116237,52.377644,4576116,5805509
9057155,Katzbachstr.,Berlin,13.378026,52.491815,4593700,5818520
9017109,Katzbachstr./Kreuzbergstr.,Berlin,13.377064,52.489310,4593640,5818240
9039165,Katzwanger Steig,Berlin,13.129247,52.463842,4576852,5815114
9195517,Keltensteig,Berlin,13.546598,52.418765,4605323,5810624
9019253,Keplerstr.,Berlin,13.304866,52.528144,4588658,5822470
9143508,Kerkowstr.,Berlin,13.471566,52.613364,4599777,5832170
9057151,Kesselsdorfstr.,Berlin,13.368202,52.485081,4593047,5817758
9089456,Kettelerpfad,Berlin,13.294919,52.596717,4587846,5830088
9074151,Kettinger Str.,Berlin,13.396022,52.413360,4595091,5809814
9220324,Ketziner Str./Königsweg,Potsdam,12.993931,52.477900,4567634,5816543
9009155,Kiautschoustr.,Berlin,13.357665,52.541067,4592214,5823974
9170532,Kiebitzgrund,Berlin,13.549699,52.542257,4605239,5824369
9311012,Kieferndamm,Schöneiche (bei Berlin),13.717060,52.463066,4616802,5815815
9025452,Kiefernweg,Berlin,13.265406,52.493397,4586048,5818556
9091252,Kiefheider Weg,Berlin,13.239672,52.618985,4584060,5832500
9191004,Kiefholzstr./Baumschulenstr.,Berlin,13.487083,52.465563,4601167,5815746
9062252,Kieler Str.,Berlin,13.322497,52.458729,4589996,5814768
9080491,Kielingerstr.,Berlin,13.459194,52.444978,4599318,5813417
9170512,Kienbergstr.,Berlin,13.568996,52.538561,4606557,5823986
9220326,Kienheide,Potsdam,12.978912,52.466360,4566631,5815245
9096456,Kienhorststr.,Berlin,13.313656,52.574780,4589160,5827670
9220318,Kienhorststr.,Potsdam,13.020428,52.465973,4569453,5815241
9230151,Kieskutenberg,Potsdam,13.029511,52.365239,4570230,5804041
9160011,Kinderkrankenhaus Lindenhof,Berlin,13.505762,52.517849,4602315,5821590
9310562,Kino,Erkner,13.751931,52.424833,4619275,5811618
9350147,Kirche,Ahrensfelde,13.574940,52.576939,4606867,5828265
9210638,Kirche,Dallgow-Döberitz,13.083558,52.535564,4573627,5823047
9310563,Kirche,Erkner,13.754287,52.419756,4619449,5811057
9220449,Kirche Golm,Potsdam,12.961340,52.407468,4565524,5808676
9220337,Kirche Groß Glienicke,Potsdam,13.108867,52.469634,4575457,5815737
9220327,Kirche Kartzow,Potsdam,12.977804,52.492000,4566517,5818097
9220861,Kirche Uetz,Potsdam,12.939839,52.469517,4563971,5815561
9074292,Kirchhainer Damm/Horstwalder Str.,Berlin,13.413199,52.382886,4596326,5806446
9074294,Kirchhainer Damm/Stadtgrenze,Berlin,13.417864,52.376754,4596657,5805770
9083359,Kirchhof Rudow,Berlin,13.510283,52.411236,4602870,5809734
9028151,Kirchhofstr.,Berlin,13.208096,52.545286,4582059,5824263
9045158,Kirchstr.,Berlin,13.294613,52.474154,4588070,5816450
9003202,Kirchstr./Alt-Moabit,Berlin,13.349581,52.524542,4591700,5822125
9230209,Kirschallee,Potsdam,13.032062,52.414178,4570326,5809489
9350138,Kirschenallee,Ahrensfelde,13.579013,52.581899,4607131,5828823
9020103,Kirschenallee,Berlin,13.267228,52.520384,4586119,5821561
9195010,Kirschweg,Berlin,13.533856,52.400201,4604500,5808540
9130509,Kissingenplatz,Berlin,13.422681,52.567408,4596567,5826990
9086121,Klamannstr.,Berlin,13.341829,52.575192,4591069,5827751
9230115,Kläranlage Potsdam-Nord,Potsdam,13.026389,52.438205,4569902,5812157
9030191,Klärwerkstr.,Berlin,13.233024,52.529544,4583780,5822540
9175515,Klausdorfer Str.,Berlin,13.592826,52.547814,4608151,5825051
9022103,Klausenerplatz,Berlin,13.291368,52.519125,4587760,5821450
9220107,Klausenerstr.,Kleinmachnow,13.241788,52.413410,4584597,5809628
9130503,Klaustaler Str.,Berlin,13.422169,52.573445,4596519,5827661
9050253,Kleinaustr.,Berlin,13.264360,52.435360,4586090,5812097
9034158,Kleine Eiswerderstr.,Berlin,13.227677,52.549155,4583380,5824716
9230045,Kleine Str.,Potsdam,13.110445,52.385598,4575708,5806388
9230273,Kleine Weinmeisterstr.,Potsdam,13.062209,52.412455,4572380,5809327
9003204,Kleiner Tiergarten,Berlin,13.345764,52.524990,4591440,5822170
9171540,Kleingartenanlage Bielefeldt,Berlin,13.519341,52.519014,4603234,5821739
9132513,Kleingartenanlage Daheim,Berlin,13.402906,52.598911,4595158,5830469
9134001,Kleingartenanlage Lindenhof,Berlin,13.432562,52.625715,4597108,5833491
9180508,Kleinschewskystr.,Berlin,13.572883,52.470411,4606986,5816409
9085209,Klemkestr.,Berlin,13.367947,52.574480,4592841,5827705
9170536,Klettwitzer Str.,Berlin,13.530587,52.555996,4603910,5825870
9190504,Klingerstr.,Berlin,13.469585,52.483612,4599937,5817730
9066409,Klingsorplatz/Klinikum,Berlin,13.320936,52.443935,4589920,5813120
9135003,Klinikum Buch,Berlin,13.512500,52.631973,4602506,5834298
9135514,Klinikum Buch/Schwanebecker Chaussee,Berlin,13.513325,52.633185,4602559,5834434
9082101,Klinikum Neukölln,Berlin,13.459006,52.440208,4599316,5812886
9027202,Klinkeplatz,Berlin,13.198584,52.555439,4581395,5825382
9120513,Klinkum im Friedrichshain,Berlin,13.440202,52.524147,4597851,5822200
9037106,Klosterbuschweg,Berlin,13.157151,52.539172,4578614,5823526
9074104,Kloster-Zinna-Str.,Berlin,13.412991,52.403038,4596268,5808688
9110507,Knaackstr.,Berlin,13.420721,52.533226,4596509,5823184
9063103,Knausplatz,Berlin,13.338943,52.464457,4591102,5815426
9220417,Knesebeckbrücke,Teltow,13.269589,52.402941,4586509,5808496
9049256,Knesebeckstr.,Berlin,13.267689,52.428898,4586329,5811382
9110021,Kniprodestr./Danziger Str.,Berlin,13.441523,52.532112,4597923,5823088
9110026,Kniprodestr./Storkower Str.,Berlin,13.449560,52.537181,4598457,5823663
9026205,Knobelsdorffstr.,Berlin,13.281432,52.512826,4587098,5820737
9083364,Knollstr.,Berlin,13.500366,52.403552,4602213,5808865
9005154,Köbisstr.,Berlin,13.356266,52.507165,4592190,5820200
9053252,Koblanckstr.,Berlin,13.161639,52.426645,4579120,5811010
9066256,Köhlerstr.,Berlin,13.289268,52.435288,4587784,5812119
9180549,Kohlisstr.,Berlin,13.599741,52.475254,4608799,5816988
9171543,Kohlweißlingstr.,Berlin,13.568194,52.505722,4606582,5820331
9082103,Kolibriweg,Berlin,13.454922,52.434983,4599050,5812299
9180012,Köllnischer Platz,Berlin,13.569256,52.444575,4606802,5813529
9070152,Kollostr.,Berlin,13.391429,52.447638,4594705,5813622
9082255,Kölner Damm,Berlin,13.457315,52.422829,4599240,5810950
9210143,Kölner Str.,Falkensee,13.115251,52.563704,4575729,5826211
9034155,Kolonie Haselbusch,Berlin,13.230874,52.552753,4583590,5825120
9032153,Kolonie Hasenheide,Berlin,13.184598,52.523406,4580505,5821802
9019156,Kolonie Zukunft,Berlin,13.305231,52.539464,4588660,5823730
9058157,Kolonnenbrücke,Berlin,13.372971,52.485052,4593371,5817761
9085205,Kolpingplatz,Berlin,13.359369,52.574264,4592260,5827670
9012159,Kommandantenstr.,Berlin,13.404180,52.507675,4595442,5820319
9069203,Komturstr.,Berlin,13.400976,52.459245,4595329,5814926
9026206,Königin-Elisabeth-Str/Spandauer Damm,Berlin,13.280296,52.518347,4587010,5821350
9051307,Königin-Luise-Platz/Botanischer Garten,Berlin,13.303720,52.458596,4588720,5814730
9051204,Königin-Luise-Str./Clayallee,Berlin,13.274764,52.460089,4586749,5814861
9096363,Königshorster Str.,Berlin,13.351026,52.596531,4591648,5830137
9150052,Königswalder Str.,Berlin,13.501922,52.558143,4601961,5826068
9053354,Königsweg,Berlin,13.139861,52.396238,4577692,5807603
9003259,Konrad-Adenauer-Str.,Berlin,13.374822,52.521240,4593420,5821790
9089201,Konradshöher Str./Heiligenseestr.,Berlin,13.252711,52.599886,4584980,5830390
9230106,Konrad-Wolf-Allee/Sternstr.,Potsdam,13.129621,52.365770,4577048,5804202
9150051,Konrad-Wolf-Str.,Berlin,13.500329,52.548205,4601876,5824960
9150507,Konrad-Wolf-Str./Altenhofer Str.,Berlin,13.476718,52.536998,4600300,5823680
9041151,Konstanzer Str.,Berlin,13.311024,52.491498,4589150,5818400
9092261,Konzer Platz,Berlin,13.298600,52.639294,4588010,5834830
9084103,Kopenhagener Str./Flottenstr.,Berlin,13.361387,52.577476,4592390,5828030
9162514,Köpenicker Allee,Berlin,13.537034,52.485631,4604514,5818050
9160007,Köpenicker Chaussee/Blockdammweg,Berlin,13.502363,52.483443,4602164,5817757
9191511,Köpenicker Landstr./Dammweg,Berlin,13.478731,52.477603,4600572,5817074
9191512,Köpenicker Landstr./Sportplatz,Berlin,13.487679,52.471451,4601194,5816402
9100523,Köpenicker Str./Adalbertstr.,Berlin,13.425538,52.508597,4596890,5820450
9180021,Köpenicker Str./Innovationspark,Berlin,13.559071,52.472688,4606042,5816642
9195004,Köpenicker Str./Schule,Berlin,13.537770,52.418952,4604722,5810632
9120526,Kopernikusstr./Warschauer Str.,Berlin,13.452661,52.510568,4598727,5820706
9161501,Köpitzer Str.,Berlin,13.521454,52.509379,4603400,5820670
9016204,Körtestr.,Berlin,13.412340,52.492039,4596030,5818590
9071101,Körtingstr.,Berlin,13.378291,52.434823,4593839,5812179
9160536,Kosanke-Siedlung,Berlin,13.485793,52.496711,4601008,5819210
9070153,Kosleckweg,Berlin,13.395757,52.447299,4595000,5813590
9170507,Köthener Str.,Berlin,13.555336,52.563672,4605570,5826760
9016255,Kottbusser Brücke,Berlin,13.420698,52.495534,4596590,5818990
9063302,Kottesteig,Berlin,13.348543,52.454067,4591776,5814282
9036154,Köttgenstr.,Berlin,13.261082,52.543951,4585656,5824176
9162008,Kötztinger Str.,Berlin,13.539272,52.496171,4604641,5819226
9162518,Kötztinger Str.,Berlin,13.538557,52.492981,4604600,5818870
9120532,Krachtstr.,Berlin,13.470000,52.496944,4599935,5819214
9161511,Kraetkestr.,Berlin,13.507774,52.503048,4602486,5819946
9066454,Krahmerstr./Stockweg,Berlin,13.315773,52.438492,4589580,5812508
9184506,Krampenburg,Berlin,13.650518,52.389839,4612466,5807562
9039107,Krampnitzer Weg/Selbitzer Str.,Berlin,13.122033,52.453270,4576380,5813930
9220314,Krampnitzsee,Potsdam,13.051484,52.458880,4571575,5814482
9350266,Krankenhaus,Bernau,13.585266,52.683121,4607307,5840095
9039109,Krankenhaus Havelhöhe,Berlin,13.158718,52.462676,4578857,5815016
9053292,Krankenhaus Heckeshorn,Berlin,13.160852,52.430248,4579060,5811410
9196513,Krankenhaus Hedwigshöhe,Berlin,13.568443,52.405948,4606840,5809230
9052355,Krankenhaus Hubertus,Berlin,13.218444,52.432409,4582973,5811715
9180022,Krankenhaus Köpenick/Südseite,Berlin,13.593136,52.438692,4608440,5812910
9064361,Kranoldplatz,Berlin,13.326725,52.427109,4590348,5811255
9079204,Kranoldstr.,Berlin,13.434319,52.465702,4597581,5815689
9091254,Krantorweg,Berlin,13.224420,52.622739,4583020,5832900
9180547,Kreiswehrersatzamt,Berlin,13.550364,52.448572,4605508,5813946
9191506,Krematorium Baumschulenweg,Berlin,13.493938,52.460731,4601644,5815218
9030101,Krematorium Ruhleben,Berlin,13.231795,52.527759,4583700,5822340
9176523,Kressenweg,Berlin,13.596517,52.502476,4608513,5820012
9017152,Kreuzberg/Wasserfall,Berlin,13.382333,52.490174,4593996,5818343
9230139,Kreuzstr.,Potsdam,13.098179,52.395563,4574856,5807484
9160524,Kriemhildstr.,Berlin,13.505352,52.514061,4602296,5821168
9180019,Krkhs. Köpenick/Besuchereingang,Berlin,13.593477,52.441609,4608456,5813235
9083252,Krokusstr.,Berlin,13.491942,52.420420,4601601,5810730
9048162,Kronberger Str.,Berlin,13.279653,52.475934,4587050,5816630
9052155,Kronprinzessinnenweg/Havelchaussee,Berlin,13.199283,52.443165,4581650,5812890
9171538,Kröver Str.,Berlin,13.530856,52.519683,4604014,5821830
9183516,Kruggasse,Berlin,13.689013,52.429991,4614982,5812090
